"Provplats ID (VISS)","Provplats ID (Stationsregistret)","Mätvariabel","Trend","p-värde","Period"
"SE710354-155465",,"Konduktivitet","minskande",0,"Hela perioden"
"SE710354-155465",,"Oorganiskt kväve","minskande",6e-4,"Hela perioden"
"SE710354-155465",,"Lättillgänglig fosfor","minskande",0.0059,"Hela perioden"
"SE710354-155465",,"Sulfat","minskande",0,"Hela perioden"
"SE710354-155465",,"Kisel","ökande",0.0151,"Hela perioden"
"SE710354-155465",,"Totalt organiskt kol","neutral",0.7597,"Hela perioden"
"SE710354-155465",,"Totalkväve","minskande",0.007,"Hela perioden"
"SE710354-155465",,"Totalfosfor","minskande",0,"Hela perioden"
"SE710354-155465",,"pH","ökande",8e-4,"Hela perioden"
"SE710354-155465",,"Temperatur - vår","neutral",0.563,"Hela perioden"
"SE708380-145455",,"Brunhet","neutral",0.8213,"Hela perioden"
"SE708380-145455",,"Alkalinitet","neutral",0.7427,"Hela perioden"
"SE708380-145455",,"Konduktivitet","neutral",0.0595,"Hela perioden"
"SE708380-145455",,"Oorganiskt kväve","neutral",0.3858,"Hela perioden"
"SE708380-145455",,"Lättillgänglig fosfor","minskande",0.0034,"Hela perioden"
"SE708380-145455",,"Sulfat","minskande",0.0069,"Hela perioden"
"SE708380-145455",,"Kisel","neutral",0.5487,"Hela perioden"
"SE708380-145455",,"Totalt organiskt kol","neutral",0.1585,"Hela perioden"
"SE708380-145455",,"Totalkväve","minskande",0.0066,"Hela perioden"
"SE708380-145455",,"Totalfosfor","neutral",0.2751,"Hela perioden"
"SE708380-145455",,"pH","neutral",0.3125,"Hela perioden"
"SE708380-145455",,"Temperatur - vår","neutral",0.7831,"Hela perioden"
"SE693587-158205",,"Brunhet","neutral",0.3657,"Hela perioden"
"SE693587-158205",,"Alkalinitet","ökande",0,"Hela perioden"
"SE693587-158205",,"Konduktivitet","neutral",0.1746,"Hela perioden"
"SE693587-158205",,"Oorganiskt kväve","neutral",0.7763,"Hela perioden"
"SE693587-158205",,"Lättillgänglig fosfor","minskande",0,"Hela perioden"
"SE693587-158205",,"Sulfat","minskande",0,"Hela perioden"
"SE693587-158205",,"Kisel","ökande",9e-4,"Hela perioden"
"SE693587-158205",,"Totalt organiskt kol","neutral",0.435,"Hela perioden"
"SE693587-158205",,"Totalkväve","minskande",3e-4,"Hela perioden"
"SE693587-158205",,"Totalfosfor","minskande",0,"Hela perioden"
"SE693587-158205",,"pH","ökande",1e-4,"Hela perioden"
"SE693587-158205",,"Temperatur - vår","neutral",0.076,"Hela perioden"
"SE732407-183604",,"Brunhet","ökande",0,"Hela perioden"
"SE732407-183604",,"Alkalinitet","neutral",0.4995,"Hela perioden"
"SE732407-183604",,"Konduktivitet","neutral",0.088,"Hela perioden"
"SE732407-183604",,"Oorganiskt kväve","neutral",0.116,"Hela perioden"
"SE732407-183604",,"Lättillgänglig fosfor","neutral",0.2701,"Hela perioden"
"SE732407-183604",,"Sulfat","ökande",1e-4,"Hela perioden"
"SE732407-183604",,"Kisel","ökande",2e-4,"Hela perioden"
"SE732407-183604",,"Totalt organiskt kol","ökande",0.0127,"Hela perioden"
"SE732407-183604",,"Totalkväve","minskande",0.0263,"Hela perioden"
"SE732407-183604",,"Totalfosfor","minskande",0,"Hela perioden"
"SE732407-183604",,"pH","neutral",0.2202,"Hela perioden"
"SE732407-183604",,"Temperatur - vår","neutral",1,"Hela perioden"
"SE749870-169055",,"Brunhet","neutral",0.3442,"Hela perioden"
"SE749870-169055",,"Alkalinitet","neutral",0.0575,"Hela perioden"
"SE749870-169055",,"Konduktivitet","neutral",0.4054,"Hela perioden"
"SE749870-169055",,"Oorganiskt kväve","minskande",0,"Hela perioden"
"SE749870-169055",,"Lättillgänglig fosfor","minskande",0.0022,"Hela perioden"
"SE749870-169055",,"Sulfat","ökande",0.0095,"Hela perioden"
"SE749870-169055",,"Kisel","ökande",0.0264,"Hela perioden"
"SE749870-169055",,"Totalt organiskt kol","neutral",0.8567,"Hela perioden"
"SE749870-169055",,"Totalkväve","minskande",0,"Hela perioden"
"SE749870-169055",,"Totalfosfor","minskande",0,"Hela perioden"
"SE749870-169055",,"pH","ökande",2e-4,"Hela perioden"
"SE749870-169055",,"Temperatur - vår","neutral",0.5296,"Hela perioden"
"SE753778-181417",,"Brunhet","neutral",0.7173,"Hela perioden"
"SE753778-181417",,"Alkalinitet","neutral",0.1727,"Hela perioden"
"SE753778-181417",,"Konduktivitet","neutral",0.0679,"Hela perioden"
"SE753778-181417",,"Oorganiskt kväve","neutral",0.9358,"Hela perioden"
"SE753778-181417",,"Lättillgänglig fosfor","minskande",0.0026,"Hela perioden"
"SE753778-181417",,"Sulfat","neutral",0.1972,"Hela perioden"
"SE753778-181417",,"Kisel","minskande",0.0065,"Hela perioden"
"SE753778-181417",,"Totalt organiskt kol","neutral",0.4432,"Hela perioden"
"SE753778-181417",,"Totalkväve","neutral",0.9606,"Hela perioden"
"SE753778-181417",,"Totalfosfor","neutral",0.3424,"Hela perioden"
"SE753778-181417",,"pH","neutral",0.288,"Hela perioden"
"SE753778-181417",,"Temperatur - vår","neutral",0.869,"Hela perioden"
"SE666294-137309",,"Brunhet","ökande",0,"Hela perioden"
"SE666294-137309",,"Alkalinitet","ökande",0,"Hela perioden"
"SE666294-137309",,"Konduktivitet","minskande",0,"Hela perioden"
"SE666294-137309",,"Oorganiskt kväve","minskande",0.0216,"Hela perioden"
"SE666294-137309",,"Lättillgänglig fosfor","minskande",1e-4,"Hela perioden"
"SE666294-137309",,"Sulfat","minskande",0,"Hela perioden"
"SE666294-137309",,"Kisel","ökande",0.0116,"Hela perioden"
"SE666294-137309",,"Totalt organiskt kol","ökande",4e-4,"Hela perioden"
"SE666294-137309",,"Totalkväve","neutral",0.1729,"Hela perioden"
"SE666294-137309",,"Totalfosfor","minskande",0,"Hela perioden"
"SE666294-137309",,"pH","neutral",0.8832,"Hela perioden"
"SE666294-137309",,"Temperatur - vår","neutral",0.0799,"Hela perioden"
"SE617263-135608",,"Brunhet","ökande",0.0066,"Hela perioden"
"SE617263-135608",,"Alkalinitet","ökande",0,"Hela perioden"
"SE617263-135608",,"Konduktivitet","minskande",1e-4,"Hela perioden"
"SE617263-135608",,"Oorganiskt kväve","minskande",0,"Hela perioden"
"SE617263-135608",,"Lättillgänglig fosfor","ökande",1e-4,"Hela perioden"
"SE617263-135608",,"Sulfat","minskande",0,"Hela perioden"
"SE617263-135608",,"Kisel","neutral",0.2673,"Hela perioden"
"SE617263-135608",,"Totalt organiskt kol","ökande",3e-4,"Hela perioden"
"SE617263-135608",,"Totalkväve","minskande",0,"Hela perioden"
"SE617263-135608",,"Totalfosfor","neutral",0.4408,"Hela perioden"
"SE617263-135608",,"pH","neutral",0.8055,"Hela perioden"
"SE617263-135608",,"Temperatur - vår","neutral",0.8202,"Hela perioden"
"SE641953-137406",,"Brunhet","neutral",0.4034,"Hela perioden"
"SE641953-137406",,"Alkalinitet","neutral",0.1488,"Hela perioden"
"SE641953-137406",,"Konduktivitet","neutral",0.6854,"Hela perioden"
"SE641953-137406",,"Oorganiskt kväve","ökande",0.0376,"Hela perioden"
"SE641953-137406",,"Lättillgänglig fosfor","minskande",0.002,"Hela perioden"
"SE641953-137406",,"Sulfat","neutral",0.6303,"Hela perioden"
"SE641953-137406",,"Kisel","neutral",0.0653,"Hela perioden"
"SE641953-137406",,"Totalt organiskt kol","neutral",0.1945,"Hela perioden"
"SE641953-137406",,"Totalkväve","ökande",0.0217,"Hela perioden"
"SE641953-137406",,"Totalfosfor","neutral",0.735,"Hela perioden"
"SE641953-137406",,"pH","neutral",0.2711,"Hela perioden"
"SE641953-137406",,"Temperatur - vår","neutral",0.9027,"Hela perioden"
"SE735526-183905",,"Brunhet","ökande",0.0178,"Hela perioden"
"SE735526-183905",,"Alkalinitet","neutral",0.6149,"Hela perioden"
"SE735526-183905",,"Konduktivitet","minskande",0,"Hela perioden"
"SE735526-183905",,"Oorganiskt kväve","minskande",0,"Hela perioden"
"SE735526-183905",,"Lättillgänglig fosfor","neutral",0.4578,"Hela perioden"
"SE735526-183905",,"Sulfat","minskande",0,"Hela perioden"
"SE735526-183905",,"Kisel","ökande",0,"Hela perioden"
"SE735526-183905",,"Totalt organiskt kol","ökande",0.0013,"Hela perioden"
"SE735526-183905",,"Totalkväve","minskande",0,"Hela perioden"
"SE735526-183905",,"Totalfosfor","minskande",0,"Hela perioden"
"SE735526-183905",,"pH","neutral",0.6082,"Hela perioden"
"SE735526-183905",,"Temperatur - vår","neutral",0.8148,"Hela perioden"
"SE703626-153615",,"Brunhet","neutral",0.6105,"Hela perioden"
"SE703626-153615",,"Alkalinitet","neutral",0.4398,"Hela perioden"
"SE703626-153615",,"Konduktivitet","neutral",0.4493,"Hela perioden"
"SE703626-153615",,"Oorganiskt kväve","minskande",3e-4,"Hela perioden"
"SE703626-153615",,"Lättillgänglig fosfor","minskande",0.0067,"Hela perioden"
"SE703626-153615",,"Sulfat","neutral",0.9571,"Hela perioden"
"SE703626-153615",,"Kisel","neutral",0.0546,"Hela perioden"
"SE703626-153615",,"Totalt organiskt kol","neutral",0.3652,"Hela perioden"
"SE703626-153615",,"Totalkväve","minskande",0.001,"Hela perioden"
"SE703626-153615",,"Totalfosfor","minskande",0.0085,"Hela perioden"
"SE703626-153615",,"pH","neutral",0.7175,"Hela perioden"
"SE703626-153615",,"Temperatur - vår","neutral",0.1572,"Hela perioden"
"SE708485-154920",,"Brunhet","neutral",0.8666,"Hela perioden"
"SE708485-154920",,"Alkalinitet","neutral",0.4672,"Hela perioden"
"SE708485-154920",,"Konduktivitet","neutral",0.5278,"Hela perioden"
"SE708485-154920",,"Oorganiskt kväve","minskande",7e-4,"Hela perioden"
"SE708485-154920",,"Lättillgänglig fosfor","minskande",0.0037,"Hela perioden"
"SE708485-154920",,"Sulfat","minskande",0.0015,"Hela perioden"
"SE708485-154920",,"Kisel","ökande",0.03,"Hela perioden"
"SE708485-154920",,"Totalt organiskt kol","neutral",0.3736,"Hela perioden"
"SE708485-154920",,"Totalkväve","minskande",1e-4,"Hela perioden"
"SE708485-154920",,"Totalfosfor","neutral",0.7368,"Hela perioden"
"SE708485-154920",,"pH","neutral",0.1237,"Hela perioden"
"SE708485-154920",,"Temperatur - vår","neutral",0.3963,"Hela perioden"
"SE618678-132881",,"Brunhet","neutral",0.2949,"Hela perioden"
"SE618678-132881",,"Alkalinitet","ökande",0.0041,"Hela perioden"
"SE618678-132881",,"Konduktivitet","neutral",0.112,"Hela perioden"
"SE618678-132881",,"Oorganiskt kväve","minskande",0.004,"Hela perioden"
"SE618678-132881",,"Lättillgänglig fosfor","neutral",0.053,"Hela perioden"
"SE618678-132881",,"Sulfat","minskande",3e-4,"Hela perioden"
"SE618678-132881",,"Kisel","ökande",0.0038,"Hela perioden"
"SE618678-132881",,"Totalt organiskt kol","ökande",0.0088,"Hela perioden"
"SE618678-132881",,"Totalkväve","minskande",2e-4,"Hela perioden"
"SE618678-132881",,"Totalfosfor","minskande",4e-4,"Hela perioden"
"SE618678-132881",,"pH","neutral",0.3919,"Hela perioden"
"SE618678-132881",,"Temperatur - vår","neutral",0.5629,"Hela perioden"
"SE626875-133051",,"Brunhet","ökande",0,"Hela perioden"
"SE626875-133051",,"Alkalinitet","ökande",0,"Hela perioden"
"SE626875-133051",,"Konduktivitet","minskande",1e-4,"Hela perioden"
"SE626875-133051",,"Oorganiskt kväve","neutral",0.3799,"Hela perioden"
"SE626875-133051",,"Lättillgänglig fosfor","neutral",0.1348,"Hela perioden"
"SE626875-133051",,"Sulfat","minskande",0,"Hela perioden"
"SE626875-133051",,"Kisel","ökande",0,"Hela perioden"
"SE626875-133051",,"Totalt organiskt kol","ökande",0,"Hela perioden"
"SE626875-133051",,"Totalkväve","neutral",0.1819,"Hela perioden"
"SE626875-133051",,"Totalfosfor","minskande",0,"Hela perioden"
"SE626875-133051",,"pH","ökande",0,"Hela perioden"
"SE626875-133051",,"Temperatur - vår","neutral",0.3135,"Hela perioden"
"SE730224-165025",,"Brunhet","ökande",0.0041,"Hela perioden"
"SE730224-165025",,"Alkalinitet","neutral",0.9202,"Hela perioden"
"SE730224-165025",,"Konduktivitet","minskande",0.0022,"Hela perioden"
"SE730224-165025",,"Oorganiskt kväve","minskande",2e-4,"Hela perioden"
"SE730224-165025",,"Lättillgänglig fosfor","minskande",0.0356,"Hela perioden"
"SE730224-165025",,"Sulfat","minskande",0,"Hela perioden"
"SE730224-165025",,"Kisel","ökande",0.0377,"Hela perioden"
"SE730224-165025",,"Totalt organiskt kol","ökande",0.0154,"Hela perioden"
"SE730224-165025",,"Totalkväve","minskande",0.0067,"Hela perioden"
"SE730224-165025",,"Totalfosfor","minskande",0,"Hela perioden"
"SE730224-165025",,"pH","ökande",0.0077,"Hela perioden"
"SE730224-165025",,"Temperatur - vår","neutral",0.3538,"Hela perioden"
"SE699780-139553",,"Brunhet","neutral",0.1701,"Hela perioden"
"SE699780-139553",,"Alkalinitet","ökande",0.0021,"Hela perioden"
"SE699780-139553",,"Konduktivitet","ökande",0.0317,"Hela perioden"
"SE699780-139553",,"Oorganiskt kväve","neutral",0.3222,"Hela perioden"
"SE699780-139553",,"Lättillgänglig fosfor","minskande",0.0073,"Hela perioden"
"SE699780-139553",,"Sulfat","neutral",0.4287,"Hela perioden"
"SE699780-139553",,"Kisel","minskande",0.0189,"Hela perioden"
"SE699780-139553",,"Totalt organiskt kol","neutral",0.1259,"Hela perioden"
"SE699780-139553",,"Totalkväve","minskande",0.0075,"Hela perioden"
"SE699780-139553",,"Totalfosfor","neutral",0.2802,"Hela perioden"
"SE699780-139553",,"pH","neutral",0.7828,"Hela perioden"
"SE699780-139553",,"Temperatur - vår","neutral",0.4874,"Hela perioden"
"SE675032-135400",,"Brunhet","ökande",0,"Hela perioden"
"SE675032-135400",,"Alkalinitet","neutral",0.089,"Hela perioden"
"SE675032-135400",,"Konduktivitet","minskande",0,"Hela perioden"
"SE675032-135400",,"Oorganiskt kväve","minskande",0,"Hela perioden"
"SE675032-135400",,"Lättillgänglig fosfor","minskande",0.0011,"Hela perioden"
"SE675032-135400",,"Sulfat","minskande",0,"Hela perioden"
"SE675032-135400",,"Kisel","neutral",0.0741,"Hela perioden"
"SE675032-135400",,"Totalt organiskt kol","ökande",0.0102,"Hela perioden"
"SE675032-135400",,"Totalkväve","neutral",0.0981,"Hela perioden"
"SE675032-135400",,"Totalfosfor","minskande",1e-4,"Hela perioden"
"SE675032-135400",,"pH","ökande",0,"Hela perioden"
"SE675032-135400",,"Temperatur - vår","neutral",0.0886,"Hela perioden"
"SE707822-133430",,"Brunhet","ökande",0.0031,"Hela perioden"
"SE707822-133430",,"Alkalinitet","neutral",0.9446,"Hela perioden"
"SE707822-133430",,"Konduktivitet","minskande",4e-4,"Hela perioden"
"SE707822-133430",,"Oorganiskt kväve","minskande",1e-4,"Hela perioden"
"SE707822-133430",,"Lättillgänglig fosfor","minskande",0,"Hela perioden"
"SE707822-133430",,"Sulfat","minskande",0,"Hela perioden"
"SE707822-133430",,"Kisel","neutral",0.0713,"Hela perioden"
"SE707822-133430",,"Totalt organiskt kol","ökande",0.018,"Hela perioden"
"SE707822-133430",,"Totalkväve","minskande",0.0055,"Hela perioden"
"SE707822-133430",,"Totalfosfor","minskande",0,"Hela perioden"
"SE707822-133430",,"pH","neutral",0.7128,"Hela perioden"
"SE707822-133430",,"Temperatur - vår","minskande",0.0381,"Hela perioden"
"SE639719-133565",,"Brunhet","neutral",0.1542,"Hela perioden"
"SE639719-133565",,"Alkalinitet","ökande",0.0171,"Hela perioden"
"SE639719-133565",,"Konduktivitet","neutral",1,"Hela perioden"
"SE639719-133565",,"Oorganiskt kväve","minskande",0.0015,"Hela perioden"
"SE639719-133565",,"Lättillgänglig fosfor","minskande",0.0016,"Hela perioden"
"SE639719-133565",,"Sulfat","minskande",0.0214,"Hela perioden"
"SE639719-133565",,"Kisel","ökande",0.0176,"Hela perioden"
"SE639719-133565",,"Totalt organiskt kol","ökande",0.0145,"Hela perioden"
"SE639719-133565",,"Totalkväve","minskande",0.0078,"Hela perioden"
"SE639719-133565",,"Totalfosfor","neutral",0.6059,"Hela perioden"
"SE639719-133565",,"pH","neutral",0.0914,"Hela perioden"
"SE639719-133565",,"Temperatur - vår","neutral",0.235,"Hela perioden"
"SE691743-155984",,"Brunhet","neutral",0.1601,"Hela perioden"
"SE691743-155984",,"Alkalinitet","ökande",0,"Hela perioden"
"SE691743-155984",,"Konduktivitet","neutral",0.4073,"Hela perioden"
"SE691743-155984",,"Oorganiskt kväve","minskande",0,"Hela perioden"
"SE691743-155984",,"Lättillgänglig fosfor","minskande",8e-4,"Hela perioden"
"SE691743-155984",,"Sulfat","minskande",0,"Hela perioden"
"SE691743-155984",,"Kisel","ökande",0,"Hela perioden"
"SE691743-155984",,"Totalt organiskt kol","neutral",0.8285,"Hela perioden"
"SE691743-155984",,"Totalkväve","minskande",0,"Hela perioden"
"SE691743-155984",,"Totalfosfor","minskande",0,"Hela perioden"
"SE691743-155984",,"pH","neutral",0.1465,"Hela perioden"
"SE691743-155984",,"Temperatur - vår","neutral",0.101,"Hela perioden"
"SE627831-152255",,"Brunhet","ökande",0,"Hela perioden"
"SE627831-152255",,"Alkalinitet","ökande",0,"Hela perioden"
"SE627831-152255",,"Konduktivitet","minskande",0.0062,"Hela perioden"
"SE627831-152255",,"Oorganiskt kväve","neutral",0.2493,"Hela perioden"
"SE627831-152255",,"Lättillgänglig fosfor","minskande",0,"Hela perioden"
"SE627831-152255",,"Sulfat","minskande",0,"Hela perioden"
"SE627831-152255",,"Kisel","ökande",0,"Hela perioden"
"SE627831-152255",,"Totalt organiskt kol","ökande",1e-4,"Hela perioden"
"SE627831-152255",,"Totalkväve","neutral",0.1949,"Hela perioden"
"SE627831-152255",,"Totalfosfor","minskande",0,"Hela perioden"
"SE627831-152255",,"pH","ökande",0,"Hela perioden"
"SE627831-152255",,"Temperatur - vår","neutral",0.6482,"Hela perioden"
"SE694231-133350",,"Brunhet","ökande",0.0435,"Hela perioden"
"SE694231-133350",,"Alkalinitet","ökande",0.004,"Hela perioden"
"SE694231-133350",,"Konduktivitet","neutral",0.5776,"Hela perioden"
"SE694231-133350",,"Oorganiskt kväve","neutral",0.1168,"Hela perioden"
"SE694231-133350",,"Lättillgänglig fosfor","minskande",8e-4,"Hela perioden"
"SE694231-133350",,"Sulfat","minskande",0.0011,"Hela perioden"
"SE694231-133350",,"Kisel","neutral",0.1092,"Hela perioden"
"SE694231-133350",,"Totalt organiskt kol","neutral",0.9686,"Hela perioden"
"SE694231-133350",,"Totalkväve","neutral",0.0589,"Hela perioden"
"SE694231-133350",,"Totalfosfor","minskande",0,"Hela perioden"
"SE694231-133350",,"pH","minskande",0.0367,"Hela perioden"
"SE694231-133350",,"Temperatur - vår","neutral",0.9095,"Hela perioden"
"SE678924-156862",,"Brunhet","ökande",0.0294,"Hela perioden"
"SE678924-156862",,"Alkalinitet","ökande",0,"Hela perioden"
"SE678924-156862",,"Konduktivitet","neutral",0.1178,"Hela perioden"
"SE678924-156862",,"Oorganiskt kväve","neutral",0.1919,"Hela perioden"
"SE678924-156862",,"Lättillgänglig fosfor","minskande",5e-4,"Hela perioden"
"SE678924-156862",,"Sulfat","minskande",0,"Hela perioden"
"SE678924-156862",,"Kisel","ökande",0,"Hela perioden"
"SE678924-156862",,"Totalt organiskt kol","ökande",0.0056,"Hela perioden"
"SE678924-156862",,"Totalkväve","minskande",0,"Hela perioden"
"SE678924-156862",,"Totalfosfor","minskande",0,"Hela perioden"
"SE678924-156862",,"pH","ökande",0,"Hela perioden"
"SE678924-156862",,"Temperatur - vår","neutral",0.5586,"Hela perioden"
"SE650920-143244",,"Brunhet","ökande",0,"Hela perioden"
"SE650920-143244",,"Alkalinitet","minskande",0.0303,"Hela perioden"
"SE650920-143244",,"Konduktivitet","minskande",0,"Hela perioden"
"SE650920-143244",,"Oorganiskt kväve","minskande",0,"Hela perioden"
"SE650920-143244",,"Lättillgänglig fosfor","minskande",0.001,"Hela perioden"
"SE650920-143244",,"Sulfat","minskande",0,"Hela perioden"
"SE650920-143244",,"Kisel","neutral",0.1231,"Hela perioden"
"SE650920-143244",,"Totalt organiskt kol","ökande",2e-4,"Hela perioden"
"SE650920-143244",,"Totalkväve","ökande",0.0035,"Hela perioden"
"SE650920-143244",,"Totalfosfor","minskande",0.0277,"Hela perioden"
"SE650920-143244",,"pH","ökande",0,"Hela perioden"
"SE650920-143244",,"Temperatur - vår","neutral",0.3863,"Hela perioden"
"SE660713-165636",,"Brunhet","neutral",0.9494,"Hela perioden"
"SE660713-165636",,"Alkalinitet","neutral",0.7134,"Hela perioden"
"SE660713-165636",,"Konduktivitet","neutral",0.2582,"Hela perioden"
"SE660713-165636",,"Oorganiskt kväve","ökande",0.0498,"Hela perioden"
"SE660713-165636",,"Lättillgänglig fosfor","minskande",0.0462,"Hela perioden"
"SE660713-165636",,"Sulfat","neutral",0.3503,"Hela perioden"
"SE660713-165636",,"Kisel","neutral",0.2529,"Hela perioden"
"SE660713-165636",,"Totalt organiskt kol","neutral",0.199,"Hela perioden"
"SE660713-165636",,"Totalkväve","ökande",0.0127,"Hela perioden"
"SE660713-165636",,"Totalfosfor","neutral",0.7933,"Hela perioden"
